,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,CDD,HDD
2015-11-19,17.2,13.9,15.9,17.2,13.9,15.9,13.2,84.3,29.223,100.0,45.83,0.0,0.0,30.6,144.4,1020.7,99.2,11.6,44.5,3.9,2.0,0.25,0.0,4.0
2015-11-20,17.7,8.4,13.1,17.7,7.1,12.9,1.1,47.8,0.372,100.0,4.17,0.0,0.0,23.4,310.4,1018.9,26.0,15.9,131.7,11.4,5.0,0.32,0.0,9.0
2015-11-21,11.0,5.6,8.3,11.0,2.4,6.7,-1.3,51.5,0.0,0.0,0.0,0.0,0.0,17.8,51.9,1022.1,40.1,16.0,128.1,11.2,5.0,0.35,0.0,18.0
2015-11-22,12.7,6.8,10.2,12.7,3.6,9.1,0.8,54.1,0.58,100.0,8.33,0.0,0.0,23.8,312.0,1012.7,78.3,15.9,39.8,3.5,2.0,0.39,0.0,14.0
2015-11-23,5.9,1.4,3.6,3.2,-2.6,0.0,-8.5,41.7,0.0,0.0,0.0,0.0,0.0,24.1,317.6,1017.2,12.5,16.0,115.2,10.0,5.0,0.42,0.0,26.0
2015-11-24,7.6,0.0,4.3,5.4,-2.2,2.6,-6.8,45.0,0.0,0.0,0.0,0.0,0.0,16.1,280.2,1027.7,42.3,16.0,114.3,10.0,5.0,0.46,0.0,25.0
2015-11-25,9.3,2.6,6.2,8.0,1.8,5.3,-2.9,52.8,0.0,0.0,0.0,0.0,0.0,9.5,32.5,1039.9,10.0,16.0,124.3,10.8,5.0,0.5,0.0,21.0
2015-11-26,15.5,5.0,10.1,15.5,3.7,9.7,5.2,72.4,0.0,0.0,0.0,0.0,0.0,9.5,93.5,1041.3,32.2,15.5,118.8,10.4,5.0,0.52,0.0,14.0
2015-11-27,18.0,10.1,13.8,18.0,10.1,13.8,8.1,70.2,0.0,0.0,0.0,0.0,0.0,16.9,236.4,1030.8,32.7,14.7,118.3,10.3,5.0,0.56,0.0,8.0
2015-11-28,16.8,6.5,12.1,16.8,3.9,11.3,7.9,75.8,0.329,100.0,16.67,0.0,0.0,20.0,329.0,1021.5,94.4,16.0,44.1,3.8,2.0,0.59,0.0,11.0
2015-11-29,8.4,3.1,5.2,7.0,-1.6,1.9,-2.1,60.9,0.0,0.0,0.0,0.0,0.0,22.0,11.0,1024.4,69.8,16.0,64.1,5.5,3.0,0.62,0.0,23.0
2015-11-30,7.2,0.9,4.6,5.9,-3.9,1.0,-1.5,65.0,0.0,0.0,0.0,0.0,0.0,25.8,34.9,1029.3,71.0,16.0,90.6,7.9,3.0,0.65,0.0,24.0
2015-12-01,10.9,6.7,8.5,10.9,3.7,6.6,6.3,85.8,8.69,100.0,87.5,0.0,0.0,16.7,65.3,1021.7,100.0,9.4,12.4,1.0,0.0,0.69,0.0,17.0
2015-12-02,13.8,7.7,10.3,13.8,6.3,9.8,8.9,91.2,3.834,100.0,54.17,0.0,0.0,13.5,35.4,1010.0,99.3,3.9,26.2,2.2,1.0,0.72,0.0,14.0
2015-12-03,12.5,6.9,9.4,12.5,3.9,7.2,1.2,57.3,0.0,0.0,0.0,0.0,0.0,30.0,283.8,1012.2,69.2,16.0,102.5,8.8,4.0,0.75,0.0,16.0
2015-12-04,10.7,6.1,8.2,10.7,3.7,6.6,-1.3,51.8,0.0,0.0,0.0,0.0,0.0,14.7,305.2,1029.6,33.4,15.9,115.9,9.9,5.0,0.78,0.0,18.0
2015-12-05,10.9,4.9,7.7,10.9,3.9,7.2,-0.7,55.9,0.0,0.0,0.0,0.0,0.0,10.2,300.4,1037.4,1.2,16.0,114.5,9.9,5.0,0.82,0.0,19.0
2015-12-06,11.7,4.2,8.0,11.7,4.2,7.6,0.3,59.3,0.0,0.0,0.0,0.0,0.0,13.3,236.7,1030.9,14.1,15.1,113.8,9.9,5.0,0.85,0.0,18.0
2015-12-07,12.6,5.7,8.7,12.6,4.0,7.9,-0.3,54.4,0.0,0.0,0.0,0.0,0.0,12.4,320.6,1020.3,35.1,13.7,96.5,8.4,5.0,0.88,0.0,17.0
2015-12-08,8.8,5.0,6.6,8.6,2.2,5.0,-0.6,60.4,0.0,0.0,0.0,0.0,0.0,16.8,13.9,1019.3,59.1,16.0,92.1,7.9,4.0,0.91,0.0,21.0
2015-12-09,12.5,4.2,8.5,12.5,3.4,8.3,2.8,67.8,0.0,0.0,0.0,0.0,0.0,17.2,168.3,1019.1,81.3,15.6,98.6,8.5,4.0,0.94,0.0,17.0
2015-12-10,15.2,10.7,12.7,15.2,10.7,12.7,6.8,68.0,0.0,0.0,0.0,0.0,0.0,12.0,224.1,1014.5,46.6,14.7,104.5,9.1,4.0,0.98,0.0,10.0
2015-12-11,15.8,9.8,12.9,15.8,9.8,12.9,7.0,68.0,0.0,0.0,0.0,0.0,0.0,16.0,233.3,1013.5,33.3,12.7,74.7,6.5,4.0,0.0,0.0,9.0
2015-12-12,18.7,12.7,15.3,18.7,12.7,15.3,8.2,63.2,0.0,0.0,0.0,0.0,0.0,10.5,239.7,1019.4,62.8,11.8,95.2,8.2,4.0,0.05,0.0,5.0
2015-12-13,18.3,12.5,15.2,18.3,12.5,15.2,9.0,66.6,0.0,0.0,0.0,0.0,0.0,13.4,71.9,1020.3,58.9,11.7,62.6,5.5,3.0,0.08,0.0,5.0
2015-12-14,17.5,11.4,14.1,17.5,11.4,14.1,11.4,83.9,7.711,100.0,20.83,0.0,0.0,16.1,111.6,1010.2,92.1,7.9,38.8,3.4,2.0,0.12,0.0,7.0
2015-12-15,19.3,12.0,15.6,19.3,12.0,15.6,5.8,53.7,2.385,100.0,16.67,0.0,0.0,29.5,284.3,1001.3,64.6,15.9,106.6,9.2,4.0,0.15,0.0,4.0
2015-12-16,11.5,7.7,9.7,11.5,5.5,8.8,1.9,58.8,0.588,100.0,8.33,0.0,0.0,18.2,49.5,1018.4,59.9,15.2,105.6,9.2,5.0,0.19,0.0,15.0
2015-12-17,14.7,10.0,13.2,14.7,10.0,13.2,10.6,84.6,28.229,100.0,37.5,0.0,0.0,15.4,137.7,1011.4,99.1,10.7,15.6,1.3,1.0,0.22,0.0,9.0
2015-12-18,13.7,3.8,9.0,13.7,0.8,7.1,1.6,61.2,0.067,100.0,4.17,0.0,0.0,21.7,305.8,1006.6,83.1,16.0,52.7,4.5,2.0,0.25,0.0,16.0
2015-12-19,4.0,1.7,3.3,0.6,-3.5,-1.0,-8.5,41.9,0.0,0.0,0.0,0.0,0.0,26.4,273.9,1017.9,67.4,16.0,91.9,8.0,4.0,0.29,0.0,27.0
2015-12-20,6.1,1.7,4.0,5.0,-2.1,0.9,-7.8,42.4,0.0,0.0,0.0,0.0,0.0,20.1,280.1,1030.8,46.6,16.0,109.7,9.5,5.0,0.33,0.0,25.0
2015-12-21,13.2,3.6,8.6,13.2,0.2,7.3,-0.4,53.8,0.0,0.0,0.0,0.0,0.0,20.8,232.4,1024.2,53.8,16.0,52.7,4.5,3.0,0.37,0.0,17.0
2015-12-22,16.6,12.8,14.3,16.6,12.8,14.3,10.8,79.7,4.25,100.0,25.0,0.0,0.0,15.8,213.4,1016.1,89.7,14.1,21.9,1.9,1.0,0.4,0.0,7.0
2015-12-23,17.5,11.1,13.2,17.5,11.1,13.2,11.5,89.8,37.429,100.0,45.83,0.0,0.0,14.2,80.2,1018.5,81.2,4.8,42.2,3.6,3.0,0.44,0.0,9.0
2015-12-24,21.7,17.4,19.8,21.7,17.4,19.8,15.6,77.7,1.85,100.0,16.67,0.0,0.0,22.8,222.9,1014.3,75.1,13.8,55.3,4.7,3.0,0.47,2.0,0.0
2015-12-25,17.5,13.5,15.7,17.5,13.5,15.7,12.1,79.2,0.514,100.0,16.67,0.0,0.0,7.2,8.7,1020.9,76.9,13.7,44.2,3.7,2.0,0.5,0.0,4.0
2015-12-26,15.2,9.6,11.4,15.2,7.7,11.3,2.1,53.6,0.0,0.0,0.0,0.0,0.0,23.1,49.4,1029.8,96.6,15.9,54.4,4.6,3.0,0.54,0.0,12.0
2015-12-27,16.4,7.9,11.6,16.4,6.5,11.4,9.2,86.0,3.402,100.0,20.83,0.0,0.0,21.2,279.3,1015.3,97.7,9.0,83.5,7.2,4.0,0.57,0.0,12.0
2015-12-28,8.1,1.9,4.6,5.2,-2.5,1.1,-3.8,54.9,1.014,100.0,12.5,0.0,0.0,22.6,38.0,1028.6,55.8,15.8,76.2,6.5,4.0,0.6,0.0,24.0
2015-12-29,7.7,1.1,4.6,5.0,-4.1,1.8,2.8,87.8,12.255,100.0,54.17,0.0,0.0,22.8,53.6,1019.5,97.0,7.8,36.9,3.3,2.0,0.64,0.0,24.0
2015-12-30,8.8,4.1,6.2,8.1,2.2,4.9,4.0,85.6,2.083,100.0,8.33,0.0,0.0,13.2,70.4,1023.5,90.5,9.7,30.2,2.5,1.0,0.67,0.0,21.0
2015-12-31,8.8,5.8,7.9,7.5,2.3,5.8,2.6,71.0,3.551,100.0,12.5,0.0,0.0,26.2,310.9,1017.7,90.1,14.5,89.3,7.7,4.0,0.7,0.0,18.0
2016-01-01,5.8,1.7,4.1,3.5,-3.1,0.6,-4.6,53.2,0.0,0.0,0.0,0.0,0.0,23.4,280.1,1016.9,71.7,16.0,49.2,4.3,3.0,0.73,0.0,25.0
2016-01-02,4.4,0.7,2.2,2.5,-4.1,-1.3,-7.7,48.0,0.0,0.0,0.0,0.0,0.0,23.0,270.1,1016.8,43.0,16.0,111.6,9.7,5.0,0.75,0.0,29.0
2016-01-03,7.2,1.6,3.9,4.1,-2.5,0.4,-5.9,49.5,0.0,0.0,0.0,0.0,0.0,27.0,264.8,1011.2,19.8,16.0,114.0,9.9,5.0,0.8,0.0,25.0
2016-01-04,2.4,-9.2,-2.3,-1.0,-18.0,-8.1,-12.3,47.0,0.0,0.0,0.0,0.0,0.0,36.3,337.2,1017.7,42.8,16.0,101.7,8.9,5.0,0.83,0.0,37.0
2016-01-05,-1.8,-11.3,-6.3,-1.8,-20.4,-11.0,-18.5,39.8,0.0,0.0,0.0,0.0,0.0,26.5,353.2,1034.5,3.9,16.0,120.6,10.5,5.0,0.86,0.0,44.0
2016-01-06,4.6,-4.0,0.2,3.7,-4.8,-1.5,-15.0,32.4,0.0,0.0,0.0,0.0,0.0,13.7,245.5,1033.3,4.7,16.0,120.5,10.5,5.0,0.89,0.0,32.0
2016-01-07,8.0,-0.4,3.8,8.0,-3.4,2.9,-10.9,34.0,0.0,0.0,0.0,0.0,0.0,10.2,300.8,1025.8,41.9,16.0,60.1,5.2,3.0,0.92,0.0,26.0
2016-01-08,7.0,1.6,4.5,4.9,-2.5,1.4,-2.6,60.1,0.0,0.0,0.0,0.0,0.0,20.5,44.1,1022.5,77.5,16.0,97.5,8.4,5.0,0.96,0.0,24.0
2016-01-09,8.4,4.6,6.6,6.3,1.1,3.9,3.2,78.4,0.048,100.0,4.17,0.0,0.0,20.5,62.4,1021.1,97.0,14.3,51.2,4.5,2.0,0.0,0.0,21.0
2016-01-10,15.1,5.1,10.7,15.1,0.6,9.0,7.1,80.2,42.768,100.0,58.33,0.0,0.0,28.5,150.2,1001.8,83.8,9.4,61.0,5.2,3.0,0.02,0.0,13.0
2016-01-11,5.0,-2.6,0.3,0.5,-7.7,-4.9,-12.8,37.2,0.31,100.0,4.17,0.0,0.0,26.7,279.6,1012.4,19.9,16.0,124.1,10.7,5.0,0.06,0.0,32.0
2016-01-12,6.7,-3.8,0.7,3.8,-7.6,-1.8,-9.3,48.3,0.048,100.0,4.17,0.0,0.0,34.0,244.1,1011.4,59.5,15.9,99.6,8.6,5.0,0.09,0.0,31.0
2016-01-13,-1.1,-5.4,-3.5,-6.8,-12.4,-10.0,-14.8,41.7,0.0,0.0,0.0,0.0,0.0,30.5,278.2,1013.7,20.6,16.0,115.8,10.1,5.0,0.13,0.0,39.0
2016-01-14,3.5,-5.3,-0.8,3.5,-10.3,-4.3,-11.1,45.7,0.0,0.0,0.0,0.0,0.0,21.7,264.7,1014.1,93.2,16.0,113.3,9.8,5.0,0.17,0.0,34.0
2016-01-15,10.3,1.4,5.8,10.3,-1.0,4.3,-0.5,64.3,0.067,100.0,4.17,0.0,0.0,12.4,90.9,1010.3,52.8,15.4,80.7,7.0,4.0,0.2,0.0,22.0
2016-01-16,10.7,5.7,7.7,10.7,2.7,5.6,2.3,70.9,6.34,100.0,33.33,0.0,0.0,26.4,304.4,1000.0,93.8,14.1,87.2,7.5,5.0,0.25,0.0,19.0
2016-01-17,5.9,-1.0,1.7,3.8,-4.7,-1.5,-5.0,62.6,1.362,100.0,16.67,0.2,0.0,15.3,348.1,1008.7,75.9,13.3,21.6,1.7,1.0,0.27,0.0,29.0
2016-01-18,-0.4,-7.1,-3.6,-2.2,-14.5,-10.2,-13.6,47.7,0.062,100.0,4.17,0.1,0.2,34.8,288.3,1009.8,31.4,15.6,107.2,9.3,4.0,0.31,0.0,39.0
2016-01-19,-1.8,-8.5,-5.0,-7.3,-17.2,-12.2,-15.8,43.3,0.0,0.0,0.0,0.0,0.0,38.4,290.9,1016.7,12.6,16.0,119.6,10.3,5.0,0.34,0.0,42.0
2016-01-20,2.6,-2.4,0.1,0.3,-9.2,-3.8,-9.3,49.7,0.0,0.0,0.0,0.0,0.0,36.3,309.5,1020.5,45.7,16.0,107.2,9.4,5.0,0.38,0.0,32.0
2016-01-21,2.2,-2.6,-0.7,-1.6,-7.7,-5.0,-10.8,46.6,0.0,0.0,0.0,0.0,0.0,22.3,319.1,1020.6,32.3,16.0,125.0,10.9,5.0,0.42,0.0,34.0
2016-01-22,-1.5,-6.0,-3.3,-1.6,-12.7,-7.7,-14.6,41.7,0.0,0.0,0.0,2.4,0.8,19.8,9.7,1023.4,47.1,15.5,52.7,4.6,2.0,0.45,0.0,38.0
2016-01-23,-2.6,-4.2,-3.2,-9.1,-12.2,-10.6,-5.5,84.7,46.666,100.0,95.83,7.9,5.7,40.8,36.6,1007.8,100.0,0.9,41.4,3.3,2.0,0.5,0.0,38.0
2016-01-24,1.9,-6.3,-2.1,0.3,-12.2,-6.4,-11.6,49.1,0.356,100.0,12.5,3.9,13.0,27.2,333.8,1013.5,42.3,14.5,140.7,12.0,6.0,0.52,0.0,36.0
2016-01-25,3.3,-2.1,0.5,3.3,-5.1,-1.0,-7.6,54.4,0.0,0.0,0.0,2.7,13.6,10.5,268.5,1024.1,41.9,15.5,115.9,9.9,5.0,0.55,0.0,32.0
2016-01-26,8.5,2.3,5.6,6.6,-0.1,3.4,-1.7,59.9,0.0,0.0,0.0,0.0,12.4,16.8,231.9,1017.2,46.7,15.8,105.3,9.2,4.0,0.58,0.0,22.0
2016-01-27,7.5,1.7,5.6,6.2,-1.4,3.0,-4.5,49.0,0.064,100.0,4.17,0.0,8.8,21.5,301.6,1016.7,59.0,15.9,85.6,7.4,4.0,0.62,0.0,22.0
2016-01-28,5.7,0.0,2.8,3.8,-2.7,1.2,-6.5,50.8,0.0,0.0,0.0,0.0,6.4,19.4,230.1,1013.3,28.2,16.0,139.1,12.0,6.0,0.65,0.0,27.0
2016-01-29,4.6,0.0,3.0,2.9,-4.8,-0.4,-5.7,53.2,0.0,0.0,0.0,0.0,5.5,26.6,297.8,1001.4,67.5,15.5,83.5,7.2,3.0,0.68,0.0,27.0
2016-01-30,3.9,-2.0,1.0,1.6,-7.6,-2.5,-8.5,50.0,0.0,0.0,0.0,0.0,5.0,20.3,258.5,1016.1,19.4,16.0,136.5,11.8,6.0,0.71,0.0,31.0
2016-01-31,12.7,2.3,6.7,12.7,-1.3,5.0,-2.1,54.8,0.0,0.0,0.0,0.0,4.0,16.6,220.6,1012.7,30.4,16.0,106.6,9.3,5.0,0.75,0.0,20.0
2016-02-01,14.8,7.7,10.3,14.8,5.5,9.4,1.4,54.5,0.18,100.0,8.33,0.0,5.0,14.4,276.0,1010.3,55.4,15.8,61.9,5.3,3.0,0.78,0.0,14.0
2016-02-02,9.7,3.3,6.5,9.7,1.7,5.3,-3.7,48.9,0.0,0.0,0.0,0.0,3.0,12.8,14.1,1025.0,12.7,16.0,149.7,13.0,6.0,0.81,0.0,21.0
2016-02-03,14.2,5.4,10.6,14.2,3.6,10.0,7.2,80.0,17.931,100.0,45.83,0.0,0.8,25.9,163.8,1018.1,85.0,12.3,96.0,8.4,5.0,0.84,0.0,13.0
2016-02-04,14.2,6.7,11.4,14.2,3.3,10.9,4.6,65.0,0.115,100.0,8.33,0.0,0.5,21.5,326.3,1015.0,99.1,15.1,49.5,4.3,2.0,0.87,0.0,12.0
2016-02-05,6.5,-0.4,2.1,2.8,-5.9,-2.3,-4.3,65.8,12.354,100.0,45.83,0.1,0.7,25.4,343.7,1020.5,67.4,10.3,83.1,7.3,4.0,0.91,0.0,29.0
2016-02-06,4.4,-0.8,1.9,2.9,-4.4,-1.1,-7.5,50.1,0.0,0.0,0.0,0.0,0.3,17.4,247.6,1027.5,24.0,16.0,97.6,8.4,4.0,0.94,0.0,29.0
2016-02-07,8.2,0.8,4.0,6.5,-1.7,2.1,-5.0,52.6,0.0,0.0,0.0,0.3,0.2,22.9,59.0,1019.7,26.1,16.0,69.4,6.0,3.0,0.97,0.0,25.0
2016-02-08,4.0,-1.9,1.4,-0.9,-5.7,-3.3,-4.4,66.3,1.15,100.0,16.67,0.0,0.1,27.1,41.7,1008.3,87.9,13.9,51.9,4.6,2.0,0.0,0.0,30.0
2016-02-09,2.0,-2.7,-0.4,1.6,-7.4,-3.2,-5.1,71.1,0.119,100.0,12.5,0.0,0.0,16.6,53.5,1003.7,96.6,15.1,105.1,9.2,4.0,0.04,0.0,33.0
2016-02-10,3.6,-0.5,1.5,1.0,-5.3,-1.8,-4.9,64.2,0.323,100.0,12.5,0.2,0.0,29.4,261.9,1003.6,90.1,12.5,70.7,6.0,4.0,0.07,0.0,30.0
2016-02-11,-0.5,-6.9,-4.2,-5.7,-15.0,-11.0,-16.5,38.4,0.047,100.0,4.17,0.1,0.1,36.0,290.7,1013.2,61.2,15.3,116.3,10.0,4.0,0.11,0.0,40.0
2016-02-12,-3.2,-8.8,-6.0,-7.7,-15.7,-11.3,-17.6,39.7,0.0,0.0,0.0,0.0,0.0,24.6,267.1,1020.4,46.3,16.0,122.2,10.5,6.0,0.14,0.0,43.0
2016-02-13,-5.0,-14.0,-8.2,-8.7,-24.1,-16.3,-19.2,42.8,0.0,0.0,0.0,0.0,0.0,36.1,299.6,1018.0,41.0,15.9,122.6,10.6,5.0,0.18,0.0,47.0
2016-02-14,-9.0,-17.7,-12.8,-9.6,-28.6,-19.8,-25.9,33.8,0.0,0.0,0.0,0.0,0.0,30.6,313.4,1031.8,9.7,16.0,174.6,15.2,7.0,0.22,0.0,56.0
2016-02-15,1.0,-10.0,-5.4,-2.4,-14.5,-9.0,-12.5,60.7,9.951,100.0,41.67,0.2,0.0,18.5,52.5,1029.9,83.5,10.3,43.3,3.8,2.0,0.25,0.0,42.0
2016-02-16,12.0,1.5,8.5,12.0,-0.7,7.2,5.7,82.9,25.976,100.0,50.0,0.0,0.2,34.9,181.9,1007.5,91.8,10.0,38.8,3.4,2.0,0.29,0.0,17.0
2016-02-17,4.0,1.9,3.2,0.7,-1.8,-0.4,-3.9,59.9,0.0,0.0,0.0,0.0,0.0,19.7,300.5,1015.4,74.4,16.0,161.5,14.0,6.0,0.32,0.0,27.0
2016-02-18,2.1,-2.4,-0.1,-1.1,-7.5,-4.6,-12.9,39.3,0.0,0.0,0.0,0.0,0.0,21.4,332.6,1029.1,9.6,16.0,175.7,15.0,7.0,0.36,0.0,33.0
2016-02-19,3.8,-4.6,-0.3,1.7,-8.5,-3.6,-10.3,48.1,0.0,0.0,0.0,0.0,0.0,16.6,101.6,1031.5,44.5,16.0,146.5,12.6,6.0,0.39,0.0,33.0
2016-02-20,16.3,3.8,10.4,16.3,0.1,9.1,-0.7,48.0,0.0,0.0,0.0,0.0,0.0,23.4,220.7,1013.6,45.2,16.0,123.0,10.8,5.0,0.43,0.0,14.0
2016-02-21,12.8,7.4,10.7,12.8,4.9,10.3,0.4,49.7,1.145,100.0,25.0,0.0,0.0,18.0,315.0,1012.5,51.9,15.9,130.0,11.3,6.0,0.46,0.0,13.0
2016-02-22,11.4,3.6,6.9,11.4,0.9,5.2,-3.2,50.0,0.0,0.0,0.0,0.0,0.0,17.3,15.9,1019.5,33.1,16.0,187.4,16.0,7.0,0.5,0.0,20.0
2016-02-23,4.2,1.9,2.8,0.3,-4.0,-2.1,-1.8,73.5,6.421,100.0,50.0,0.0,0.0,34.6,60.9,1024.8,82.8,12.0,39.0,3.2,2.0,0.53,0.0,27.0
2016-02-24,14.6,2.2,7.1,14.6,-3.2,4.4,5.8,91.3,28.278,100.0,100.0,0.0,0.0,26.6,93.3,1010.1,100.0,4.4,64.3,5.5,2.0,0.56,0.0,20.0
2016-02-25,15.7,3.6,9.5,15.7,-1.4,7.5,4.3,70.8,3.828,100.0,16.67,0.0,0.0,33.8,237.3,992.9,88.7,15.5,150.2,13.0,6.0,0.6,0.0,15.0
2016-02-26,3.5,-2.0,1.1,-0.5,-8.2,-4.0,-11.7,39.3,0.048,100.0,4.17,0.0,0.0,31.7,302.0,1010.7,42.4,16.0,196.3,16.8,7.0,0.63,0.0,31.0
2016-02-27,5.1,-3.0,1.0,1.8,-8.9,-2.5,-10.8,41.4,0.0,0.0,0.0,0.0,0.0,22.0,267.4,1017.9,20.8,16.0,196.2,17.0,7.0,0.66,0.0,31.0
2016-02-28,15.9,3.2,9.1,15.9,-0.4,7.5,-4.3,39.7,0.0,0.0,0.0,0.0,0.0,20.1,226.6,1012.4,21.6,16.0,198.4,17.0,7.0,0.69,0.0,16.0
2016-02-29,15.8,8.3,10.8,15.8,5.8,9.7,0.0,48.0,1.332,100.0,12.5,0.0,0.0,23.8,243.9,1005.6,35.3,15.6,130.3,11.3,5.0,0.73,0.0,13.0
2016-03-01,10.1,4.3,7.5,10.1,1.2,5.2,-3.1,49.0,0.0,0.0,0.0,0.0,0.0,19.5,126.7,1016.5,43.3,16.0,203.1,17.5,7.0,0.75,0.0,19.0
2016-03-02,12.4,-1.0,6.3,12.4,-6.5,3.1,-4.2,49.7,3.686,100.0,25.0,0.0,0.0,31.8,290.3,1006.3,46.9,15.2,134.3,11.6,5.0,0.79,0.0,21.0
2016-03-03,2.0,-3.2,-0.4,1.9,-9.3,-4.4,-13.5,37.4,0.0,0.0,0.0,0.3,0.1,24.1,298.7,1022.9,38.1,16.0,185.7,16.0,7.0,0.82,0.0,33.0
2016-03-04,4.3,-1.0,0.9,0.5,-6.9,-3.2,-5.3,65.6,2.737,100.0,37.5,0.2,0.3,22.8,34.6,1018.9,73.2,10.2,50.1,4.3,2.0,0.86,0.0,31.0
2016-03-05,4.5,-1.8,1.3,3.8,-5.7,-1.3,-10.1,43.7,0.0,0.0,0.0,0.0,0.0,17.5,2.5,1021.5,39.3,16.0,140.6,12.3,6.0,0.89,0.0,30.0
2016-03-06,7.0,0.0,3.4,6.9,-2.7,1.8,-9.4,39.2,0.0,0.0,0.0,0.0,0.0,13.5,19.1,1024.7,46.5,16.0,185.6,15.9,7.0,0.92,0.0,26.0
2016-03-07,15.8,2.2,8.8,15.8,-1.9,7.4,-1.0,51.8,0.0,0.0,0.0,0.0,0.0,25.6,232.0,1020.9,20.5,14.7,183.4,15.8,6.0,0.96,0.0,17.0
2016-03-08,17.9,8.4,12.0,17.9,8.4,11.9,2.2,52.4,0.0,0.0,0.0,0.0,0.0,17.7,142.0,1019.9,42.4,14.2,199.2,17.2,7.0,0.0,0.0,11.0
2016-03-09,24.1,6.6,15.7,24.1,5.5,15.5,4.2,51.8,0.0,0.0,0.0,0.0,0.0,20.5,212.6,1018.3,24.0,12.0,189.5,16.3,7.0,0.02,0.0,4.0
2016-03-10,25.5,17.4,21.4,25.5,17.4,21.4,7.7,42.1,0.852,100.0,8.33,0.0,0.0,14.7,248.3,1014.2,53.6,15.9,163.2,14.0,6.0,0.06,5.0,0.0
2016-03-11,20.0,10.1,14.8,20.0,10.1,14.8,5.2,55.5,1.276,100.0,4.17,0.0,0.0,32.4,318.4,1019.3,60.3,15.9,193.3,16.5,7.0,0.09,0.0,6.0
2016-03-12,14.1,4.6,10.3,14.1,3.0,9.6,-0.1,49.0,0.0,0.0,0.0,0.0,0.0,15.7,209.3,1023.3,32.8,16.0,224.1,19.2,8.0,0.13,0.0,14.0
2016-03-13,16.6,11.0,13.6,16.6,11.0,13.6,0.6,43.2,0.0,0.0,0.0,0.0,0.0,14.6,14.4,1017.0,52.5,16.0,78.9,6.5,3.0,0.16,0.0,8.0
2016-03-14,11.2,4.7,7.4,11.2,-0.6,4.3,2.4,72.6,8.068,100.0,79.17,0.0,0.0,33.6,69.6,1018.0,100.0,11.5,42.1,3.5,2.0,0.19,0.0,19.0
2016-03-15,13.2,6.7,9.7,13.2,2.0,8.1,5.9,77.8,0.0,0.0,0.0,0.0,0.0,34.0,32.7,1009.3,83.6,14.1,71.7,6.4,2.0,0.25,0.0,15.0
2016-03-16,17.8,8.9,12.2,17.8,8.8,12.2,6.4,68.6,0.57,100.0,8.33,0.0,0.0,13.5,148.6,1009.8,52.5,15.5,177.6,15.2,6.0,0.26,0.0,11.0
2016-03-17,16.5,7.8,11.4,16.5,7.0,11.1,3.2,60.0,0.249,100.0,8.33,0.0,0.0,19.9,266.3,1010.0,48.1,15.7,176.4,15.2,7.0,0.3,0.0,12.0
2016-03-18,13.8,7.5,10.8,13.8,4.5,9.8,-3.4,37.3,0.039,100.0,4.17,0.0,0.0,33.2,291.7,1009.7,32.1,16.0,203.2,17.5,8.0,0.33,0.0,13.0
2016-03-19,8.0,2.5,5.7,8.0,0.2,3.8,-9.2,35.4,0.0,0.0,0.0,0.0,0.0,22.0,355.2,1018.3,33.3,16.0,141.7,12.2,5.0,0.37,0.0,22.0
2016-03-20,5.0,0.4,2.7,1.2,-4.4,-1.5,-8.6,45.2,0.812,100.0,12.5,0.0,0.0,25.3,52.2,1019.0,74.3,14.3,184.5,16.0,6.0,0.4,0.0,28.0
2016-03-21,9.6,0.4,4.4,6.6,-3.5,1.1,-5.7,55.1,2.429,100.0,29.17,0.0,0.0,32.1,313.2,1011.0,56.8,12.8,229.8,19.9,7.0,0.44,0.0,25.0
2016-03-22,12.8,1.9,7.2,12.8,-2.0,5.2,-6.6,37.8,0.0,0.0,0.0,0.0,0.0,32.3,253.1,1018.9,19.1,16.0,248.6,21.4,8.0,0.47,0.0,20.0
2016-03-23,21.9,9.2,14.5,21.9,6.7,13.8,-0.5,38.2,0.0,0.0,0.0,0.0,0.0,18.9,240.3,1014.3,32.9,16.0,147.2,12.7,5.0,0.5,0.0,6.0
2016-03-24,12.0,6.9,9.0,12.0,3.4,7.0,2.9,66.2,0.0,0.0,0.0,0.0,0.0,24.9,65.8,1016.8,56.9,14.7,108.4,9.2,4.0,0.54,0.0,16.0
2016-03-25,22.1,7.6,14.8,22.1,5.5,14.5,8.2,67.4,1.467,100.0,8.33,0.0,0.0,17.6,319.8,1008.1,79.3,12.8,127.0,10.8,6.0,0.57,0.0,6.0
2016-03-26,11.5,3.5,7.1,11.5,-0.5,4.9,-0.8,57.8,0.0,0.0,0.0,0.0,0.0,21.5,51.2,1024.9,38.0,16.0,262.0,22.7,8.0,0.61,0.0,20.0
2016-03-27,11.6,6.2,7.7,11.6,3.6,6.2,1.7,66.1,0.0,0.0,0.0,0.0,0.0,16.3,109.2,1027.2,80.1,16.0,166.1,14.2,6.0,0.64,0.0,19.0
