,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,CDD,HDD
2010-01-01,4.3,0.9,2.4,4.1,-1.8,1.0,-0.4,82.5,2.398,100.0,16.67,0.0,0.1,15.5,309.2,1011.7,99.6,10.6,80.1,6.8,4.0,0.53,0.0,28.0
2010-01-02,1.1,-8.0,-3.5,-3.8,-17.3,-10.5,-10.2,60.2,0.185,100.0,4.17,0.0,0.0,35.1,295.4,1004.9,79.3,14.3,49.9,4.1,2.0,0.57,0.0,39.0
2010-01-03,-5.5,-8.0,-6.9,-13.2,-17.3,-15.2,-14.4,55.1,0.0,0.0,0.0,0.0,0.0,36.2,290.4,1000.6,73.3,15.3,36.3,3.1,1.0,0.6,0.0,45.0
2010-01-04,-1.0,-6.8,-4.7,-6.6,-14.8,-11.3,-12.4,55.3,0.0,0.0,0.0,0.0,0.0,27.1,294.4,1005.7,28.1,16.0,69.2,5.9,3.0,0.63,0.0,41.0
2010-01-05,-0.8,-6.1,-3.7,-6.1,-12.8,-9.7,-11.3,55.6,0.0,0.0,0.0,0.0,0.0,26.5,295.1,1006.4,50.1,16.0,112.9,9.7,5.0,0.67,0.0,39.0
2010-01-06,1.3,-3.0,-1.6,-3.3,-9.0,-7.1,-9.5,55.0,0.0,0.0,0.0,0.0,0.0,27.1,299.2,1006.3,55.5,16.0,100.1,8.7,5.0,0.7,0.0,35.0
2010-01-07,3.2,-1.1,0.7,-0.7,-6.6,-3.8,-6.2,60.4,0.0,0.0,0.0,0.0,0.0,26.4,292.5,1011.0,50.2,16.0,114.5,9.8,5.0,0.75,0.0,31.0
2010-01-08,0.9,-4.8,-1.3,0.7,-11.4,-5.5,-6.5,68.5,0.671,100.0,25.0,0.0,0.0,32.2,281.7,1007.9,78.4,12.7,68.0,5.9,4.0,0.77,0.0,35.0
2010-01-09,-0.8,-6.8,-4.6,-5.1,-14.2,-10.5,-14.6,47.0,0.0,0.0,0.0,0.0,0.0,23.6,309.8,1017.4,1.5,16.0,120.0,10.4,5.0,0.81,0.0,41.0
2010-01-10,-1.8,-9.6,-5.8,-6.7,-15.6,-11.0,-17.0,41.5,0.0,0.0,0.0,0.0,0.0,20.1,309.8,1023.4,12.1,16.0,122.1,10.6,5.0,0.84,0.0,43.0
2010-01-11,-0.8,-6.0,-3.0,-3.7,-11.9,-7.5,-12.8,47.5,0.0,0.0,0.0,0.0,0.0,15.8,268.0,1020.2,32.0,16.0,105.9,9.2,5.0,0.88,0.0,38.0
2010-01-12,1.3,-3.8,-1.2,-2.7,-11.3,-6.3,-9.9,51.8,0.0,0.0,0.0,0.0,0.0,29.3,300.0,1017.7,56.3,16.0,99.9,8.5,4.0,0.91,0.0,35.0
2010-01-13,2.0,-4.0,-1.3,-0.4,-11.0,-6.0,-10.2,50.9,0.0,0.0,0.0,0.0,0.0,25.2,289.2,1021.4,55.0,16.0,120.4,10.5,5.0,0.95,0.0,35.0
2010-01-14,5.2,-1.1,1.7,4.5,-4.5,0.2,-6.8,53.8,0.0,0.0,0.0,0.0,0.0,11.7,270.5,1023.2,4.8,15.9,117.8,10.2,5.0,0.98,0.0,29.0
2010-01-15,9.5,1.8,5.1,7.5,-1.6,2.2,-4.6,49.8,0.0,0.0,0.0,0.0,0.0,23.4,265.7,1020.4,56.2,15.8,91.4,7.7,4.0,0.0,0.0,23.0
2010-01-16,9.3,3.3,6.2,7.3,-0.5,3.7,-2.6,53.9,0.0,0.0,0.0,0.0,0.0,18.5,280.2,1021.3,55.5,16.0,121.9,10.4,5.0,0.05,0.0,21.0
2010-01-17,6.4,1.8,3.2,6.4,-1.5,0.7,0.0,80.3,12.369,100.0,45.83,0.0,0.0,18.4,39.9,1014.5,66.4,9.9,21.5,1.7,1.0,0.08,0.0,27.0
2010-01-18,9.9,2.7,6.0,7.6,-2.3,2.7,1.2,72.7,2.195,100.0,12.5,0.0,0.0,33.5,0.6,1006.2,78.3,14.1,121.7,10.6,5.0,0.11,0.0,22.0
2010-01-19,8.8,4.2,6.2,8.1,2.6,5.2,1.2,70.3,0.0,0.0,0.0,0.0,0.0,15.7,277.4,1012.1,89.2,14.9,42.0,3.7,2.0,0.15,0.0,21.0
2010-01-20,5.4,1.7,3.1,2.8,-2.2,0.0,-4.1,60.2,0.0,0.0,0.0,0.0,0.0,25.9,303.8,1014.0,29.2,16.0,123.0,10.6,5.0,0.18,0.0,27.0
2010-01-21,5.3,-0.8,2.1,5.3,-3.6,0.8,-6.0,55.7,0.0,0.0,0.0,0.0,0.0,10.8,1.7,1021.4,18.2,16.0,132.6,11.4,5.0,0.21,0.0,29.0
2010-01-22,6.7,0.8,3.0,4.3,-3.9,-0.2,-6.9,49.4,0.0,0.0,0.0,0.0,0.0,18.4,29.2,1015.1,31.7,16.0,45.4,4.0,2.0,0.25,0.0,27.0
2010-01-23,4.3,-2.2,0.9,4.3,-6.3,-1.2,-8.1,52.4,0.0,0.0,0.0,0.0,0.0,13.4,20.9,1023.8,9.7,16.0,139.9,12.0,6.0,0.25,0.0,31.0
2010-01-24,9.1,0.3,3.5,8.7,-3.4,2.1,0.3,80.0,0.552,100.0,20.83,0.0,0.0,12.1,40.7,1019.8,83.2,13.3,74.7,6.6,4.0,0.31,0.0,26.0
2010-01-25,13.0,9.6,11.6,13.0,7.2,11.4,9.4,86.9,30.039,100.0,62.5,0.0,0.0,48.8,162.2,998.2,85.8,11.6,56.0,4.8,3.0,0.35,0.0,12.0
2010-01-26,8.8,2.0,5.1,7.1,-2.3,1.6,-4.4,50.9,7.546,100.0,4.17,0.0,0.0,24.9,261.8,1003.7,72.1,16.0,125.8,10.9,5.0,0.38,0.0,23.0
2010-01-27,3.5,-0.9,1.4,-0.2,-5.0,-2.3,-7.9,50.2,0.0,0.0,0.0,0.0,0.0,21.0,268.0,1017.0,22.6,16.0,130.2,11.2,5.0,0.41,0.0,30.0
2010-01-28,5.4,-6.0,0.6,1.9,-13.9,-3.5,-7.4,57.0,2.275,100.0,16.67,0.0,0.0,41.1,267.4,1017.0,63.0,13.4,109.3,9.3,5.0,0.45,0.0,31.0
2010-01-29,-4.7,-8.8,-6.9,-11.8,-17.7,-14.6,-18.4,39.7,0.0,0.0,0.0,0.0,0.0,30.0,293.4,1024.2,15.4,16.0,114.6,9.8,5.0,0.48,0.0,45.0
2010-01-30,-7.0,-10.3,-8.2,-12.0,-17.7,-14.9,-18.7,42.8,0.0,0.0,0.0,0.0,0.0,21.1,334.6,1022.2,58.9,16.0,47.1,4.0,2.0,0.5,0.0,47.0
2010-01-31,-1.0,-9.8,-5.3,-4.7,-15.7,-10.4,-17.5,38.7,0.0,0.0,0.0,0.0,0.0,17.3,312.4,1018.2,23.9,16.0,149.7,12.9,6.0,0.55,0.0,42.0
2010-02-01,2.0,-3.9,-1.1,-2.0,-9.5,-5.9,-13.1,40.1,0.0,0.0,0.0,0.2,0.0,23.9,262.1,1022.9,22.8,16.0,141.5,12.3,6.0,0.58,0.0,34.0
2010-02-02,1.0,-2.3,-0.7,-1.0,-6.4,-3.3,-10.0,50.6,0.327,100.0,16.67,0.4,0.2,13.1,67.7,1023.3,66.3,14.7,58.7,5.1,3.0,0.62,0.0,34.0
2010-02-03,3.3,-2.0,0.3,1.2,-6.6,-2.5,-4.1,74.1,1.941,100.0,29.17,0.2,0.5,23.0,320.0,1017.8,78.4,11.0,93.5,8.0,4.0,0.65,0.0,32.0
2010-02-04,2.5,-2.0,0.3,-1.1,-8.4,-4.3,-12.2,40.4,0.0,0.0,0.0,0.2,0.1,26.5,299.3,1025.5,15.1,16.0,156.2,13.6,6.0,0.68,0.0,32.0
2010-02-05,2.2,-1.1,0.6,2.1,-4.8,-1.5,-9.5,46.9,0.0,0.0,0.0,0.0,0.1,18.8,335.8,1022.9,47.6,16.0,53.3,4.6,2.0,0.75,0.0,31.0
2010-02-06,1.0,-5.8,-2.7,-4.2,-12.0,-9.3,-11.6,50.5,0.039,100.0,4.17,0.0,0.0,34.1,37.5,1008.0,75.6,14.6,47.9,4.2,2.0,0.75,0.0,37.0
2010-02-07,1.3,-8.0,-4.1,-3.3,-14.8,-10.4,-13.8,47.6,0.0,0.0,0.0,0.0,0.0,28.6,312.5,1011.2,4.7,16.0,166.1,14.3,6.0,0.78,0.0,40.0
2010-02-08,3.2,-5.0,-1.4,-1.2,-11.2,-6.7,-11.1,48.6,0.0,0.0,0.0,0.0,0.0,25.5,286.9,1014.0,3.3,16.0,165.3,14.1,6.0,0.82,0.0,35.0
2010-02-09,5.7,-2.1,1.3,5.7,-6.9,-1.8,-7.2,54.3,0.048,100.0,4.17,1.0,0.5,17.2,275.5,1015.3,45.8,15.5,140.4,12.1,6.0,0.85,0.0,30.0
2010-02-10,1.1,-1.0,0.1,1.0,-7.6,-5.1,-1.4,90.3,29.939,100.0,95.83,3.2,2.9,28.8,23.8,993.0,87.2,2.2,29.5,2.6,1.0,0.89,0.0,32.0
2010-02-11,2.1,-2.0,0.2,-2.2,-8.9,-5.3,-7.3,57.8,0.185,100.0,4.17,2.4,6.1,29.5,305.8,1000.8,23.7,15.8,163.2,14.1,6.0,0.92,0.0,32.0
2010-02-12,3.0,-3.1,-0.6,-1.0,-9.2,-5.4,-9.7,51.2,0.0,0.0,0.0,0.0,5.6,23.7,296.9,1009.1,4.9,16.0,174.5,14.9,6.0,0.95,0.0,34.0
2010-02-13,0.2,-3.8,-2.1,-4.6,-9.4,-7.2,-10.6,52.1,0.0,0.0,0.0,0.0,5.0,26.6,307.4,1002.2,44.0,16.0,74.1,6.3,4.0,0.0,0.0,36.0
2010-02-14,3.9,-2.2,0.4,-0.4,-7.8,-4.4,-7.7,54.5,0.0,0.0,0.0,0.0,4.6,31.0,275.3,1001.7,59.7,16.0,156.0,13.4,6.0,0.02,0.0,32.0
2010-02-15,4.0,-2.7,0.8,0.9,-7.8,-3.0,-7.2,56.3,0.155,100.0,8.33,0.0,4.2,22.1,244.8,1007.3,37.7,14.4,173.7,15.0,7.0,0.05,0.0,31.0
2010-02-16,0.8,-1.6,-0.1,0.0,-7.4,-4.0,-2.0,87.4,9.964,100.0,83.33,0.8,4.4,21.1,320.8,998.5,90.5,5.1,30.1,2.5,1.0,0.09,0.0,33.0
2010-02-17,1.1,-3.0,-0.6,-3.3,-8.0,-5.4,-6.5,64.6,0.0,0.0,0.0,0.5,5.0,21.1,267.1,1000.5,57.0,15.9,127.7,10.9,5.0,0.12,0.0,34.0
2010-02-18,4.2,0.0,2.3,0.6,-4.4,-2.2,-4.8,59.7,0.0,0.0,0.0,0.0,4.3,28.2,286.2,1001.3,76.8,16.0,179.3,15.6,7.0,0.16,0.0,28.0
2010-02-19,6.3,2.0,4.0,2.5,-3.3,-0.5,-4.8,53.1,0.0,0.0,0.0,0.0,3.1,27.3,286.3,1007.1,83.0,16.0,182.0,15.8,7.0,0.19,0.0,25.0
2010-02-20,7.1,1.9,4.2,4.1,-2.0,0.6,-3.3,58.9,0.0,0.0,0.0,0.0,1.8,24.7,293.6,1013.3,35.0,16.0,180.9,15.6,7.0,0.23,0.0,25.0
2010-02-21,8.0,0.9,4.2,4.3,-3.5,0.5,-7.5,44.0,0.0,0.0,0.0,0.0,0.9,26.5,289.8,1013.6,14.4,16.0,188.7,16.1,7.0,0.25,0.0,25.0
2010-02-22,6.7,-1.8,2.7,5.7,-5.9,-0.2,-5.6,55.1,0.103,100.0,4.17,0.0,0.2,19.1,38.2,1013.9,50.8,15.9,139.5,12.3,6.0,0.29,0.0,28.0
2010-02-23,3.0,2.0,2.3,-0.8,-4.1,-2.6,1.0,91.0,27.601,100.0,95.83,0.0,0.0,35.2,53.2,1009.6,100.0,7.8,14.8,1.3,1.0,0.33,0.0,28.0
2010-02-24,4.8,2.2,3.5,2.3,-3.0,-0.2,1.9,89.5,11.296,100.0,37.5,0.4,0.2,32.7,357.9,1006.4,99.6,10.4,55.1,4.8,3.0,0.36,0.0,26.0
2010-02-25,2.9,-1.8,1.1,2.9,-9.6,-1.6,0.0,92.0,41.986,100.0,83.33,4.5,2.1,37.7,315.6,995.3,100.0,4.8,43.8,3.8,2.0,0.4,0.0,31.0
2010-02-26,0.9,-3.2,-1.2,-1.7,-10.6,-6.5,-3.2,85.9,18.742,100.0,70.83,3.3,7.4,36.3,288.9,987.2,86.7,5.5,62.0,5.3,3.0,0.43,0.0,35.0
2010-02-27,3.2,-1.8,1.2,2.0,-6.7,-2.4,-3.0,74.1,0.134,100.0,4.17,1.7,9.0,22.4,233.1,999.2,83.3,15.5,139.8,12.0,6.0,0.47,0.0,30.0
2010-02-28,3.8,0.7,2.5,3.0,-1.5,0.8,-2.2,71.3,0.0,0.0,0.0,0.0,7.1,15.4,303.9,1002.7,77.1,15.6,96.3,8.2,4.0,0.5,0.0,28.0
2010-03-01,8.4,2.2,5.0,5.0,-3.1,1.0,-2.8,57.7,0.0,0.0,0.0,0.0,4.9,29.5,300.2,1006.0,24.2,16.0,204.5,17.8,7.0,0.53,0.0,24.0
2010-03-02,8.0,2.2,4.8,6.7,-0.3,2.9,-1.5,64.2,0.185,100.0,4.17,0.0,2.5,14.2,34.3,1011.3,51.6,16.0,124.4,10.7,6.0,0.57,0.0,24.0
2010-03-03,4.6,1.2,3.3,1.2,-4.0,-1.1,-0.7,75.9,1.741,100.0,29.17,0.0,1.0,29.0,23.7,1003.0,100.0,14.9,60.2,5.3,3.0,0.6,0.0,27.0
2010-03-04,8.1,3.0,5.0,5.8,-1.2,1.5,-4.4,51.8,0.0,0.0,0.0,0.0,0.1,23.0,348.9,1005.1,94.7,16.0,158.9,13.7,6.0,0.63,0.0,24.0
2010-03-05,8.2,1.4,4.5,5.3,-2.7,1.1,-7.3,44.6,0.0,0.0,0.0,0.0,0.0,21.3,2.2,1014.2,76.5,15.7,72.7,6.1,3.0,0.67,0.0,24.0
2010-03-06,12.2,0.1,6.0,12.2,-3.3,3.4,-12.5,26.4,0.0,0.0,0.0,0.0,0.0,20.0,330.3,1019.2,4.7,16.0,224.6,19.4,8.0,0.7,0.0,22.0
2010-03-07,14.0,3.0,8.5,14.0,0.4,7.2,-6.6,33.9,0.0,0.0,0.0,0.0,0.0,19.6,287.6,1016.1,5.7,16.0,219.6,18.9,8.0,0.75,0.0,17.0
2010-03-08,16.1,5.7,10.6,16.1,2.7,9.6,-4.5,35.0,0.0,0.0,0.0,0.0,0.0,20.9,289.0,1011.7,4.8,16.0,220.7,19.0,8.0,0.76,0.0,13.0
2010-03-09,15.9,7.0,11.5,15.9,4.5,10.7,-3.7,35.3,0.0,0.0,0.0,0.0,0.0,18.5,299.5,1013.7,14.0,16.0,222.0,19.2,8.0,0.8,0.0,12.0
2010-03-10,12.4,5.9,9.3,12.4,4.2,8.7,-2.2,45.1,0.0,0.0,0.0,0.0,0.0,12.7,81.3,1016.4,40.5,15.9,145.6,12.5,6.0,0.83,0.0,16.0
2010-03-11,10.4,5.9,7.6,10.4,2.1,5.2,2.3,69.2,0.0,0.0,0.0,0.0,0.0,22.4,54.2,1017.9,89.6,15.5,145.2,12.6,5.0,0.86,0.0,19.0
2010-03-12,6.2,4.7,5.8,4.4,-0.7,1.9,2.6,80.1,5.248,100.0,54.17,0.0,0.0,34.0,51.3,1018.8,100.0,12.8,39.0,3.2,1.0,0.9,0.0,22.0
2010-03-13,7.4,3.4,5.4,3.0,-3.0,0.0,3.9,90.1,90.281,100.0,100.0,0.0,0.0,47.7,56.6,1007.5,100.0,5.8,44.6,3.9,2.0,0.93,0.0,23.0
2010-03-14,9.5,6.2,7.8,8.3,1.8,4.1,5.9,87.8,10.662,100.0,50.0,0.0,0.0,42.6,44.4,999.8,99.9,10.1,81.7,6.8,3.0,0.96,0.0,18.0
2010-03-15,8.0,6.0,6.6,4.2,1.7,3.0,3.3,78.9,8.04,100.0,37.5,0.0,0.0,26.7,25.2,1002.8,100.0,14.5,55.6,4.7,2.0,0.0,0.0,21.0
2010-03-16,16.1,5.2,10.7,16.1,0.9,9.1,-5.4,35.1,0.048,100.0,4.17,0.0,0.0,26.4,22.2,1013.4,45.3,15.8,243.0,21.0,8.0,0.03,0.0,13.0
2010-03-17,19.0,5.7,12.3,19.0,5.7,12.2,-4.8,32.6,0.0,0.0,0.0,0.0,0.0,13.7,271.3,1015.0,5.8,16.0,243.4,21.1,8.0,0.06,0.0,10.0
2010-03-18,20.2,9.3,14.4,20.2,9.3,14.4,-3.7,29.6,0.0,0.0,0.0,0.0,0.0,13.9,287.2,1009.4,11.7,16.0,237.6,20.5,8.0,0.1,0.0,7.0
2010-03-19,22.0,9.0,15.4,22.0,9.0,15.4,-1.7,32.4,0.0,0.0,0.0,0.0,0.0,14.9,241.3,1009.8,9.2,16.0,237.3,20.6,8.0,0.13,0.0,5.0
2010-03-20,23.0,12.5,17.4,23.0,12.5,17.4,1.2,34.5,0.0,0.0,0.0,0.0,0.0,17.8,224.2,1014.6,22.7,16.0,245.8,21.3,8.0,0.17,0.0,1.0
2010-03-21,17.5,11.1,13.4,17.5,11.1,13.4,3.9,53.4,0.0,0.0,0.0,0.0,0.0,17.0,64.3,1017.9,33.3,15.9,216.8,18.7,8.0,0.2,0.0,8.0
2010-03-22,14.1,10.4,11.5,14.1,10.4,11.5,9.6,88.5,24.919,100.0,62.5,0.0,0.0,15.2,79.3,1013.6,81.3,8.3,110.2,9.6,4.0,0.24,0.0,12.0
2010-03-23,12.3,8.4,10.0,12.3,6.7,9.4,8.3,89.1,11.236,100.0,41.67,0.0,0.0,24.8,84.4,1000.7,98.8,10.1,99.6,8.6,5.0,0.25,0.0,15.0
2010-03-24,15.9,6.4,10.5,15.9,2.3,8.5,-2.9,42.6,0.0,0.0,0.0,0.0,0.0,35.9,294.6,1008.0,37.7,16.0,256.9,22.2,8.0,0.31,0.0,14.0
2010-03-25,15.7,8.7,13.0,15.7,8.7,13.0,-0.2,41.6,0.0,0.0,0.0,0.0,0.0,16.1,168.7,1012.0,38.7,15.9,182.1,15.8,7.0,0.34,0.0,9.0
2010-03-26,15.2,2.4,6.3,15.2,-2.5,2.9,-2.9,56.2,3.069,100.0,25.0,0.0,0.0,31.6,12.0,1009.6,65.4,15.1,76.9,6.7,3.0,0.38,0.0,21.0
2010-03-27,5.6,-1.8,1.6,3.7,-6.8,-2.3,-11.9,37.0,0.0,0.0,0.0,0.0,0.0,19.9,58.6,1027.5,14.1,16.0,267.0,23.2,9.0,0.41,0.0,30.0
2010-03-28,9.1,1.9,5.7,6.6,-1.5,2.9,1.0,72.1,0.662,100.0,12.5,0.0,0.0,23.7,145.7,1024.7,86.1,15.5,146.8,12.6,5.0,0.45,0.0,22.0
2010-03-29,11.9,9.1,10.6,11.9,5.8,10.0,9.5,92.9,47.892,100.0,91.67,0.0,0.0,24.6,137.9,1008.6,99.4,5.9,37.2,3.3,2.0,0.5,0.0,13.0
2010-03-30,11.3,5.4,7.1,11.3,0.7,3.6,5.2,88.0,59.914,100.0,83.33,0.0,0.0,34.9,360.0,998.2,100.0,7.4,48.3,4.0,2.0,0.52,0.0,20.0
2010-03-31,13.8,7.4,10.5,13.8,4.2,9.3,6.1,74.7,0.233,100.0,8.33,0.0,0.0,26.7,338.5,1006.9,95.7,15.5,107.2,9.3,5.0,0.55,0.0,14.0
2010-04-01,21.0,8.7,12.9,21.0,7.1,12.4,5.9,64.0,0.0,0.0,0.0,0.0,0.0,14.6,13.7,1018.0,42.5,16.0,271.4,23.5,9.0,0.58,0.0,9.0
2010-04-02,18.8,8.6,13.0,18.8,7.7,12.9,6.5,66.5,0.0,0.0,0.0,0.0,0.0,14.8,138.3,1021.4,16.3,15.9,271.0,23.4,9.0,0.62,0.0,9.0
2010-04-03,18.2,8.3,11.7,18.2,6.1,11.2,7.1,74.1,0.0,0.0,0.0,0.0,0.0,17.4,146.9,1020.4,45.8,15.6,152.7,13.3,5.0,0.65,0.0,11.0
2010-04-04,24.0,9.0,16.1,24.0,7.6,16.0,4.8,56.7,0.0,0.0,0.0,0.0,0.0,14.3,323.6,1019.1,45.1,11.3,222.4,19.1,7.0,0.68,0.0,4.0
2010-04-05,23.2,13.2,18.7,23.2,13.2,18.7,4.5,40.1,0.0,0.0,0.0,0.0,0.0,22.2,162.7,1017.6,31.5,16.0,249.8,21.5,9.0,0.71,0.0,0.0
2010-04-06,24.6,15.5,18.7,24.6,15.5,18.7,11.6,64.0,0.0,0.0,0.0,0.0,0.0,15.5,84.1,1010.9,37.1,14.8,217.3,18.9,8.0,0.75,0.0,0.0
2010-04-07,32.3,13.3,23.6,30.2,13.3,22.8,7.8,44.1,0.0,0.0,0.0,0.0,0.0,24.6,239.5,1005.2,27.1,14.6,275.6,23.6,9.0,0.78,9.0,0.0
2010-04-08,25.8,17.7,21.9,25.8,17.7,21.9,11.1,51.1,0.0,0.0,0.0,0.0,0.0,20.2,145.6,1003.9,32.4,15.8,269.5,23.3,9.0,0.81,6.0,0.0
2010-04-09,18.5,9.4,13.8,18.5,6.5,13.6,6.3,62.8,7.018,100.0,29.17,0.0,0.0,26.1,292.6,1005.7,90.2,14.8,147.1,12.9,6.0,0.84,0.0,8.0
2010-04-10,16.5,6.2,10.6,16.5,1.9,8.8,-5.0,34.7,0.0,0.0,0.0,0.0,0.0,29.6,278.6,1020.1,48.0,16.0,287.5,24.7,9.0,0.88,0.0,13.0
2010-04-11,24.0,11.1,17.1,24.0,11.1,17.1,-0.3,31.7,0.0,0.0,0.0,0.0,0.0,18.0,262.9,1021.7,43.3,16.0,277.8,24.0,9.0,0.91,0.0,2.0
2010-04-12,18.2,11.1,14.9,18.2,11.1,14.9,-5.0,25.5,0.0,0.0,0.0,0.0,0.0,22.5,328.4,1026.1,30.8,16.0,295.8,25.4,9.0,0.94,0.0,6.0
2010-04-13,13.2,9.3,11.6,13.2,8.5,11.5,-1.0,42.6,0.0,0.0,0.0,0.0,0.0,14.5,41.6,1031.3,62.8,16.0,115.2,9.9,4.0,0.97,0.0,12.0
2010-04-14,18.8,7.6,13.0,18.8,6.0,12.7,-1.4,43.7,0.0,0.0,0.0,0.0,0.0,15.9,297.6,1031.9,3.2,16.0,300.6,25.9,9.0,0.0,0.0,9.0
2010-04-15,21.9,10.7,15.9,21.9,10.7,15.9,-0.7,34.3,0.0,0.0,0.0,0.0,0.0,21.2,308.3,1024.2,37.5,16.0,287.4,24.9,9.0,0.04,0.0,4.0
2010-04-16,12.8,8.0,10.6,12.8,6.2,9.7,3.5,63.0,2.484,100.0,20.83,0.0,0.0,21.7,94.3,1015.3,83.2,15.0,256.6,22.3,9.0,0.08,0.0,13.0
2010-04-17,12.1,8.0,9.6,12.1,5.6,9.0,3.7,69.7,1.246,100.0,12.5,0.0,0.0,20.5,309.8,1007.4,98.7,11.5,173.0,14.8,7.0,0.11,0.0,15.0
2010-04-18,13.4,6.1,9.8,13.4,2.9,8.7,-0.3,49.9,0.0,0.0,0.0,0.0,0.0,21.8,296.0,1011.6,83.8,16.0,274.6,23.7,9.0,0.15,0.0,15.0
2010-04-19,16.1,8.1,12.3,16.1,5.7,11.7,-0.2,42.8,0.0,0.0,0.0,0.0,0.0,23.2,312.7,1013.8,29.4,16.0,274.5,24.0,9.0,0.18,0.0,10.0
2010-04-20,20.9,9.3,15.0,20.9,8.0,14.9,2.1,43.5,0.0,0.0,0.0,0.0,0.0,14.5,270.8,1013.7,27.9,16.0,301.0,25.8,9.0,0.22,0.0,6.0
2010-04-21,20.8,11.7,14.9,20.8,11.7,14.9,6.0,57.1,0.609,100.0,8.33,0.0,0.0,23.3,202.2,1009.5,48.9,15.6,183.2,15.8,6.0,0.25,0.0,6.0
2010-04-22,20.6,11.0,15.4,20.6,11.0,15.4,6.0,57.9,0.111,100.0,4.17,0.0,0.0,22.1,270.7,1006.1,43.1,13.6,275.3,23.8,9.0,0.29,0.0,5.0
2010-04-23,19.3,7.3,13.7,19.3,5.2,13.2,-2.9,33.9,0.0,0.0,0.0,0.0,0.0,20.9,318.9,1010.7,5.6,16.0,319.9,27.5,10.0,0.33,0.0,8.0
2010-04-24,19.5,8.8,14.0,19.5,7.2,13.9,-3.5,30.4,0.0,0.0,0.0,0.0,0.0,18.2,180.2,1017.1,26.6,16.0,280.3,24.2,9.0,0.36,0.0,7.0
2010-04-25,12.3,8.0,9.4,12.3,5.8,7.9,7.3,88.0,13.191,100.0,66.67,0.0,0.0,19.0,76.6,1004.5,100.0,6.9,81.2,7.0,3.0,0.4,0.0,16.0
2010-04-26,11.6,9.2,10.6,11.6,6.1,10.3,8.7,87.8,10.082,100.0,62.5,0.0,0.0,23.2,57.0,993.7,100.0,9.5,212.9,18.1,8.0,0.43,0.0,13.0
2010-04-27,14.3,6.6,10.3,14.3,3.1,9.2,3.5,66.2,4.35,100.0,20.83,0.0,0.0,29.9,322.7,994.4,77.7,14.8,215.8,18.6,9.0,0.47,0.0,14.0
2010-04-28,13.3,4.4,9.1,13.3,0.0,7.4,-3.3,43.2,0.0,0.0,0.0,0.0,0.0,29.3,291.8,1001.4,44.8,16.0,292.2,25.4,8.0,0.5,0.0,16.0
2010-04-29,20.9,8.1,14.4,20.9,5.2,13.7,-5.2,26.6,0.0,0.0,0.0,0.0,0.0,32.1,282.8,1008.1,10.6,16.0,334.7,28.8,10.0,0.54,0.0,7.0
2010-04-30,25.5,13.3,18.9,25.5,13.3,18.9,1.2,31.4,0.0,0.0,0.0,0.0,0.0,17.7,254.9,1009.8,27.1,16.0,314.5,27.2,9.0,0.57,1.0,0.0
2010-05-01,27.8,17.4,21.7,27.2,17.4,21.7,10.4,49.5,0.0,0.0,0.0,0.0,0.0,19.7,136.4,1009.3,22.5,15.9,308.3,26.6,9.0,0.6,6.0,0.0
2010-05-02,31.0,19.5,25.2,31.9,19.5,25.8,16.9,60.9,0.0,0.0,0.0,0.0,0.0,15.9,214.7,1008.9,40.2,15.5,265.0,22.8,9.0,0.63,12.0,0.0
2010-05-03,27.8,19.5,23.2,28.9,19.5,23.2,18.7,77.2,14.692,100.0,41.67,0.0,0.0,27.1,250.9,1006.2,72.5,12.8,222.7,19.2,7.0,0.67,8.0,0.0
2010-05-04,27.1,18.2,21.7,26.6,18.2,21.6,11.7,55.6,0.039,100.0,4.17,0.0,0.0,31.6,278.7,1008.5,46.3,16.0,308.5,26.5,9.0,0.7,6.0,0.0
2010-05-05,26.1,14.5,20.3,26.1,14.5,20.3,7.3,45.9,0.0,0.0,0.0,0.0,0.0,21.6,200.3,1013.3,3.7,16.0,337.8,29.0,10.0,0.73,3.0,0.0
2010-05-06,26.3,15.7,20.6,26.3,15.7,20.6,8.9,52.5,0.0,0.0,0.0,0.0,0.0,27.1,263.6,1007.7,25.0,15.8,305.7,26.4,9.0,0.75,4.0,0.0
2010-05-07,22.1,12.0,16.5,22.1,12.0,16.5,4.6,46.3,0.0,0.0,0.0,0.0,0.0,20.7,272.6,1013.9,17.4,16.0,331.8,28.7,9.0,0.79,0.0,3.0
2010-05-08,24.4,12.3,17.2,24.4,12.3,17.2,7.2,55.9,0.483,100.0,8.33,0.0,0.0,42.9,259.6,1001.7,50.3,15.5,272.3,23.4,9.0,0.83,0.0,2.0
2010-05-09,11.7,7.3,9.3,11.7,3.1,7.1,-2.7,43.0,0.0,0.0,0.0,0.0,0.0,33.9,293.4,1013.2,72.1,16.0,326.6,28.3,10.0,0.86,0.0,16.0
2010-05-10,15.8,5.4,10.5,15.8,2.5,9.1,-4.6,36.5,0.0,0.0,0.0,0.0,0.0,25.8,298.9,1023.0,11.8,16.0,350.2,30.2,10.0,0.89,0.0,14.0
